iter	RMSE
461	0.16478027
462	0.1646194496
463	0.1644713832
464	0.1641997735
465	0.1640004107
466	0.1638298173
467	0.1636625961
468	0.1635118767
469	0.163380796
470	0.1633016189
471	0.1631389217
472	0.1629757878
473	0.1626879643
474	0.1625254264
475	0.1624233071
476	0.1622467478
477	0.1620708215
478	0.1619154746
479	0.1618946231
480	0.1616445861
481	0.1614577032
482	0.1611496369
483	0.1610129759
484	0.160793362
485	0.1606673939
486	0.1603637623
487	0.1600924374
488	0.1599107792
489	0.1596889919
490	0.1594706844
491	0.1594148516
492	0.1593402123
493	0.1591323041
494	0.1587943178
495	0.1586330514
496	0.1584935385
497	0.1582900103
498	0.1580073188
499	0.1577904165
500	0.1575342107
501	0.1573038916
502	0.1571657334
503	0.15700683
504	0.1569884376
505	0.1569163003
506	0.1567947842
507	0.1566056701
508	0.1564120436
509	0.1563286296
510	0.1562220682
511	0.1559742498
512	0.1557837537
513	0.1555898116
514	0.1555223696
515	0.1553717137
516	0.1552351212
517	0.155075643
518	0.1549493947
519	0.1549021527
520	0.1546983786
521	0.1545549774
522	0.154296268
523	0.1541416102
524	0.1540060356
525	0.1538648582
526	0.1536490197
527	0.1535961071
528	0.1535157245
529	0.1534415014
530	0.1532304168
531	0.1531769383
532	0.1531134221
533	0.1528714329
534	0.152848429
535	0.1528333694
536	0.1526295289
537	0.152447164
538	0.1522578517
539	0.1522455547
540	0.152140473
541	0.1520048081
542	0.1518994481
543	0.1516656303
544	0.1515261628
545	0.1513932119
546	0.1512964597
547	0.1511717033
548	0.1510505753
549	0.1509560772
550	0.1508829643
551	0.1508705362
552	0.1508311092
553	0.1506136961
554	0.1503629875
555	0.1502353259
556	0.1501695869
557	0.1500138039
558	0.1498983016
559	0.1497733405
560	0.1494971301
561	0.1493580114
562	0.1491891961
563	0.1488323407
564	0.1487538409
565	0.148620895
566	0.1484720922
567	0.1483912836
568	0.1482391499
569	0.1480169171
570	0.1479647062
571	0.1479544485
572	0.147780816
573	0.1477601123
574	0.1476386795
575	0.1474489367
576	0.1474353267
577	0.1473125135
578	0.1471846828
579	0.1470434803
580	0.1469008125
581	0.1466142032
582	0.1464967092
583	0.1463960121
584	0.1462610463
585	0.1460613284
586	0.1459567495
587	0.1458446799
588	0.1456457392
589	0.1455966972
590	0.145401049
591	0.1452239129
592	0.1450640449
593	0.1448732783
594	0.144705643
595	0.1446111079
596	0.1444902637
597	0.1442477774
598	0.144179254
599	0.1440408785
600	0.1438878208
601	0.1437406746
602	0.1436093818
603	0.1434685719
604	0.1434190255
605	0.1434035928
606	0.1432607966
607	0.1432371474
608	0.1431110655
609	0.1430420738
610	0.142954608
611	0.1429062252
612	0.1428591984
613	0.142774146
614	0.1427642303
615	0.1426416215
616	0.1424279377
617	0.1424035539
618	0.1423218463
619	0.1422221781
620	0.1422020286
621	0.1421548384
622	0.1419497717
623	0.1417814496
624	0.1416983904
625	0.1416064954
626	0.1415057535
627	0.1414618043
628	0.1413478085
629	0.1412653907
630	0.1410661726
631	0.1409984048
632	0.1408917089
633	0.140791219
634	0.1406313463
635	0.1405615702
636	0.1405519629
637	0.1404222614
638	0.1403784651
639	0.1402785029
640	0.1402357144
641	0.1402276885
642	0.1400579935
643	0.1399594079
644	0.1396945313
645	0.1395751551
646	0.1394661856
647	0.1393466262
648	0.139293932
649	0.1392096381
650	0.1390946949
651	0.1389276457
652	0.1387209603
653	0.1386695919
654	0.1386233764
655	0.1384664652
656	0.1384258176
657	0.1383442261
658	0.1381749599
659	0.1381016003
660	0.1380931843
661	0.1380723127
662	0.1379582416
663	0.1378302284
664	0.1376649424
665	0.1375108398
666	0.1373149625
667	0.1372251011
668	0.1371541206
669	0.137069163
670	0.1370491333
671	0.1369875078
672	0.1369288099
673	0.1368404681
674	0.1367329823
675	0.1367150726
676	0.1366147002
677	0.1365362299
678	0.1364593906
679	0.1363520543
680	0.1360912048
681	0.1360576623
682	0.1358313659
683	0.1357929878
684	0.1356841824
685	0.1356095237
686	0.1355516268
687	0.135545097
688	0.1354376106
689	0.1353618377
690	0.1352804728
691	0.1352742342
692	0.1351801838
693	0.1351051719
694	0.1348776791
695	0.1348373309
696	0.1347470768
697	0.1347330114
698	0.1346512151
699	0.1345989942
700	0.1344988589
701	0.1343751059
702	0.1343682222
703	0.1343094412
704	0.1341976469
705	0.1340487643
706	0.1340098328
707	0.1338664827
708	0.1337721082
709	0.1336565776
710	0.1335027665
711	0.1333397201
712	0.1332546503
713	0.133113122
714	0.1329983136
715	0.1328855877
716	0.1327965047
717	0.1327515826
718	0.1326730457
719	0.1325274075
720	0.1324399494
721	0.1323333312
722	0.1322402088
723	0.1321464575
724	0.1320868136
725	0.1320010984
726	0.1317489167
727	0.1316161473
728	0.1315200246
729	0.1313319634
730	0.1312622424
731	0.1312026416
732	0.1311403267
733	0.1309907468
734	0.1309411436
735	0.1307723719
736	0.1307657665
737	0.1306884327
738	0.1304928943
739	0.1303903021
740	0.1302483941
741	0.1300589075
742	0.1300532274
743	0.1299872066
744	0.129980726
745	0.1298609819
746	0.1298083584
747	0.1296706657
748	0.1296209934
749	0.1295159596
750	0.1294295778
751	0.1292785222
752	0.1292722511
753	0.1292670136
754	0.1291662259
755	0.1290371221
756	0.1288543511
757	0.1287667661
758	0.1286617746
759	0.1286147027
760	0.1284851097
761	0.1284473562
762	0.1282340107
763	0.1281707825
764	0.1280914217
765	0.128084817
766	0.1280180567
767	0.1279412131
768	0.1279361612
769	0.1278239328
770	0.127770143
771	0.1276421327
772	0.127467745
773	0.1273487652
774	0.1271844774
775	0.1271796362
776	0.1270494422
777	0.1269884724
778	0.1268532751
779	0.1267857851
780	0.1266012636
781	0.1265098183
782	0.1265046766
783	0.1263899264
784	0.1263285034
785	0.1262723665
786	0.1262018497
787	0.1260574994
788	0.1260523448
789	0.1259372397
790	0.125881009
791	0.1258054442
792	0.1257522589
793	0.1256711779
794	0.1254902695
795	0.1253372951
796	0.1253329315
797	0.1252754206
798	0.1251633832
799	0.1250916925
800	0.1250273694
801	0.1248515742
802	0.1248466487
803	0.1247516683
804	0.1246676307
805	0.1246632883
806	0.1245477467
807	0.1244597587
808	0.1244236399
809	0.1243397312
810	0.1242895927
811	0.1241994477
812	0.1240992706
813	0.1240880126
814	0.1240241353
815	0.1238939891
816	0.1238218648
817	0.1238178947
818	0.1237305462
819	0.1237264842
820	0.1236291375
821	0.1235942781
822	0.1235117475
823	0.1234143634
824	0.1232670581
825	0.1232028125
826	0.123161651
827	0.1230800425
828	0.1230385495
829	0.1230348047
830	0.1228890853
831	0.1227964063
832	0.1227629298
833	0.1227577321
834	0.1227008518
835	0.1226164359
836	0.1224397291
837	0.1223562988
838	0.1223261236
839	0.1222837232
840	0.1222197569
841	0.1221107408
842	0.1220818668
843	0.1219146393
844	0.1218299383
845	0.1217224716
846	0.1216362293
847	0.121563098
848	0.1214963714
849	0.121492177
850	0.1214055361
851	0.1213224318
852	0.1212635632
853	0.1212011097
854	0.1211267239
855	0.1210589326
856	0.1209464867
857	0.1208503391
858	0.1207671846
859	0.1206436772
860	0.120572217
861	0.120419283
862	0.1203885688
863	0.120208567
864	0.1201007363
865	0.1200263572
866	0.1200224683
867	0.1199416492
868	0.1198418177
869	0.1198116861
870	0.119808244
871	0.1197165648
872	0.1196469582
873	0.1195188145
874	0.119515683
875	0.1193681463
876	0.1193395448
877	0.1192822406
878	0.1191873542
879	0.1190888249
880	0.1189967757
881	0.1189179609
882	0.1188122613
883	0.1187130599
884	0.1186288563
885	0.1185632868
886	0.1184567624
887	0.1184267152
888	0.1183778382
889	0.1183146827
890	0.1182292276
891	0.1181826776
892	0.1180701165
893	0.118003137
894	0.1179323891
895	0.117928881
896	0.117827267
897	0.1177310345
898	0.1176946051
899	0.1176681091
900	0.1175813111
901	0.1175233853
902	0.1174369836
903	0.1174101546
904	0.1173290411
905	0.1172593281
906	0.1171640564
907	0.1170710011
908	0.1170679839
909	0.1169985439
910	0.1169523411
911	0.1168614664
912	0.116750958
913	0.1166872347
914	0.1166392506
915	0.11656215
916	0.1165085701
917	0.116482646
918	0.1164267945
919	0.116368465
920	0.116299674
921	0.1162230586
922	0.1161278652
923	0.1160981482
924	0.1160290986
925	0.1159710882
926	0.1159441561
927	0.115919991
928	0.1158499479
929	0.1157719793
930	0.1157336637
931	0.1156938888
932	0.115622705
933	0.1156115668
934	0.1155241024
935	0.115402724
936	0.11531795
937	0.1152009244
938	0.1151306316
939	0.1150734337
940	0.1150498153
941	0.1149168326
942	0.1148750891
943	0.114793955
944	0.1146823455
945	0.1146149508
946	0.1145429234
947	0.1144736331
948	0.1143844135
949	0.1143697886
950	0.1143579219
951	0.1143345332
952	0.1143205602
953	0.1142341519
954	0.1141814761
955	0.1141628882
956	0.1141467642
957	0.1141326567
958	0.1140060623
959	0.1139840265
960	0.1139213387
961	0.1138340572
962	0.1137778948
963	0.1136920216
964	0.1136707881
965	0.1135359393
966	0.1135226392
967	0.1134195752
968	0.1133983563
969	0.1133016209
970	0.1132433043
971	0.1131757804
972	0.1131201192
973	0.1130556845
974	0.1130512326
975	0.112974395
976	0.1129510592
977	0.1129044329
978	0.1127776293
979	0.1126969931
980	0.1125970306
981	0.1125320164
982	0.1125123852
983	0.1124418821
984	0.1123477754
985	0.1123148246
986	0.1122303278
987	0.1121769775
988	0.1120858737
989	0.1120648443
990	0.1119273793
991	0.1118382618
992	0.1117288773
993	0.111687003
994	0.111648408
995	0.1116191702
996	0.1115134413
997	0.1114403355
998	0.1113733158
999	0.1112663553
